hostname,pop,area,kota,kecamatan,kelurahan,up3,ulp,asal_olt,jenis_olt,brand_olt,type,kapasitas,port_idle,homepass,home_connected,utilitas,instalation_olt,jumlah_port_olt,nms_olt,l3_switch,status_olt,aging,kategori_cluster,kategori_aging,kategori_tur,idle_hp,jumlah_port_terpakai,koordinat
JABAR-ODC.PWK.BABAKANCIKAO.7816-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Babakancikao_7816,BANDUNG,KAB. PURWAKARTA,KEC. BABAKAN CIKAO,HEGARMANAH,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,7,1.37%,7 Aug 2023,16,,,ON AIR,150,EXISTING CLUSTER,3-6 BULAN,TUR <50%,505,16,"-6.4990520, 107.4112015"
JABAR-MIKROPOP.TSKMLY.TARAJU.5247-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Taraju_5247,TASIKMALAYA,KAB. TASIKMALAYA,KEC. TARAJU,TARAJU,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,29,5.66%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,483,16,"-7.4581170, 107.9808560"
JABAR-ODC.CJR.CIBEBER.6753-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Cibeber_6753,BANDUNG,KAB. CIANJUR,KEC. CIBEBER,CIANJUR,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,87,16.99%,29 Aug 2023,16,,,ON AIR,128,EXISTING CLUSTER,3-6 BULAN,TUR <50%,425,16,"-6.9274910, 107.0917850"
JABAR-MINIPOP.BANDUNG.IBUN.7166-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Ibun_7166,BANDUNG,KAB. BANDUNG,KEC. IBUN,IBUN,UP3 MAJALAYA,ULP SOREANG,TK 4,INDOOR,HUAWEI,MINI,512,0,528,118,22.35%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,410,16,"-7.1006880, 107.7640020"
JABAR-ODC.CRB.PALIMANAN.4038-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Palimanan_4036,CIREBON,KAB. CIREBON,KEC. PALIMANAN,CIAWI,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,46,8.98%,20 Sep 2023,16,,,ON AIR,106,EXISTING CLUSTER,3-6 BULAN,TUR <50%,466,16,"-6.6987250, 108.4416940"
JABAR-BOX.SMD.CIBUGEL.TAMANSARI-FH.AN6001.G16-OLT-01,CB3_RJBB_Sumedang_Cibugel_Taman Sari,CIREBON,KAB. SUMEDANG,KEC. CIBUGEL,TAMANSARI,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,43,8.40%,11 Aug 2023,16,,,ON AIR,146,EXISTING CLUSTER,3-6 BULAN,TUR <50%,469,16,"-6.9513300, 108.0196600"
JABAR-ODC.PWK.TEGALWARUCADASSARI-HW.MA5801-OLT-01,TK4_RJBB_Purwakarta_Tegalwaru_Cadassari,BANDUNG,KAB. PURWAKARTA,KEC. TEGALWARU,CADASSARI,UP3 PURWAKARTA,ULP PLERED,TK 4,INDOOR,HUAWEI,MINI,512,0,512,38,7.42%,12 Sep 2023,16,,,ON AIR,114,EXISTING CLUSTER,3-6 BULAN,TUR <50%,474,16,"-6.6672370, 107.3547750"
JABAR-ODC.CJR.KRNGNUNGGAL.NEW001-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Karangnunggal_New_001,BANDUNG,KAB. CIANJUR,KEC. CIBEBER,KARANGNUNGGAL,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,96,18.75%,5 Aug 2023,16,,,ON AIR,152,EXISTING CLUSTER,3-6 BULAN,TUR <50%,416,16,"-6.9095200, 107.1936280"
JABAR-ODC.KRW.JAYAKERTA.1380-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Jayakerta_1380,BANDUNG,KAB. KARAWANG,KEC. JAYAKERTA,KAMPUNGSAWAH,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,12,2.34%,14 Sep 2023,16,,,ON AIR,112,EXISTING CLUSTER,3-6 BULAN,TUR <50%,500,16,"-6.1029501, 107.2699585"
JABAR-ODC.CRB.SURANENGGALA.1552-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Suranenggala_1552,CIREBON,KAB. CIREBON,KEC. SURANENGGALA,KERATON,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,74,14.45%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,438,16,"-6.6403920, 108.5287500"
JABAR-ODC.SKBM.LEMBURSITU.3519-HW.MA5801-OLT-01,TK 4_RJBB_Kota Sukabumi_Lembursitu_3519,BANDUNG,KAB. SUKABUMI,KEC. LEMBURSITU,LEMBURSITU,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,38,7.42%,14 Sep 2023,16,,,ON AIR,112,EXISTING CLUSTER,3-6 BULAN,TUR <50%,474,16,"-6.9587851, 106.8915863"
JABAR-ODC.PWK.JATILUHUR.5854-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Jatiluhur_5854,BANDUNG,KAB. PURWAKARTA,KEC. JATILUHUR,CIKAO,UP3 PURWAKARTA,ULP PLERED,TK 4,INDOOR,HUAWEI,MINI,512,0,512,10,1.95%,29 Aug 2023,16,,,ON AIR,128,EXISTING CLUSTER,3-6 BULAN,TUR <50%,502,16,"-6.5080309, 107.3976261"
JABAR-BOX.SMD.SELATANPASEH5342-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Paseh_5342,CIREBON,KAB. SUMEDANG,KEC. PASEH,HAURKUNING,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,97,18.95%,23 Jul 2023,16,,,ON AIR,165,EXISTING CLUSTER,3-6 BULAN,TUR <50%,415,16,"-6.8154540, 107.9995620"
JABAR-BOX.GRT.LEUWIGOONG.CIBIUK-FH.AN6001.G16-OLT-01,CB3_RJBB_Garut_Leuwigoong_Cibiuk,TASIKMALAYA,KAB. GARUT,KEC. CIBIUK,CIPAREUAN,UP3 GARUT,ULP CIBATU,CB 3,INDOOR,FIBERHOME,MINI,512,0,504,97,19.25%,15 Sep 2023,16,,,ON AIR,111,EXISTING CLUSTER,3-6 BULAN,TUR <50%,407,16,"-7.0762930, 107.9602830"
JABAR-ODC.KRW.RENGASDENGKLOK.8773-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Rengasdengklok_8773,BANDUNG,KAB. KARAWANG,KEC. RENGASDENGKLOK,KALANGSARI,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,15,2.93%,17 Jul 2023,16,,,ON AIR,171,EXISTING CLUSTER,3-6 BULAN,TUR <50%,497,16,"-6.2170290, 107.2956280"
JABAR-ODC.SKBM.CIKOLE.6097-HW.MA5801-OLT-01,TK 4_RJBB_Kota Sukabumi_Cikole_6097,BANDUNG,KAB. SUKABUMI,KEC. CIKOLE,SELABATU,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,9,1.76%,3 Oct 2023,16,,,ON AIR,93,EXISTING CLUSTER,3-6 BULAN,TUR <50%,503,16,"-6.9107299, 106.9334335"
JABAR-BOX.CRBN.HULUBANTENGLOR-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Pabuaran_Hulubanteng Lor,CIREBON,KAB. CIREBON,KEC. PABUARAN,HULUBANTENG LOR,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,36,7.03%,31 Aug 2023,16,,,ON AIR,126,EXISTING CLUSTER,3-6 BULAN,TUR <50%,476,16,"-6.8849640, 108.7278230"
JABAR-BOX.CRBN.MARIKANGEN-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Plumbon_Marikangen,CIREBON,KAB. CIREBON,KEC. PLUMBON,MARIKANGEN,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,25,4.88%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,487,16,"-6.7226238, 108.4719853"
JABAR-MIKROPOP.CRBN.BABAKANGEBANG-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Babakan_Babakangebang,CIREBON,KAB. CIREBON,KEC. BABAKAN,BABAKAN GEBANG,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,73,14.26%,7 Jul 2023,16,,,ON AIR,181,EXISTING CLUSTER,6-12 BULAN,TUR <50%,439,16,"-6.8741640, 108.7212640"
JABAR-BOX.CRBN.JAMBLANG-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Jamblang_Jamblang,CIREBON,KAB. CIREBON,KEC. JAMBLANG,JAMBLANG,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,11,2.15%,26 Jul 2023,16,,,ON AIR,162,EXISTING CLUSTER,3-6 BULAN,TUR <50%,501,16,"-6.7008845, 108.4561971"
JABAR-ODC.SKBM.PALABUHANRATU.1463-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Palabuhanratu_1463,BANDUNG,KAB. SUKABUMI,KEC. PELABUHAN RATU,CITEPUS,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,440,40,9.09%,6 Oct 2023,16,,,ON AIR,90,NEW CLUSTER,< 3 BULAN,TUR <50%,400,16,"-6.9873260, 106.5551920"
JABAR-ODC.SKBM.CICANTAYANCISANDE-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cicantayan_Cisande,BANDUNG,KAB. SUKABUMI,KEC. CICANTAYAN,CISANDE,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,15,2.93%,4 Oct 2023,16,,,ON AIR,92,EXISTING CLUSTER,3-6 BULAN,TUR <50%,497,16,"-6.9040560, 106.8593870"
JABAR-ODC.KRW.KARAWANGTIMUR.1195-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Karawang Timur_1195,BANDUNG,KAB. KARAWANG,KEC. KARAWANG TIMUR,ADIARSA TIMUR,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,12,2.34%,22 Sep 2023,16,,,ON AIR,104,EXISTING CLUSTER,3-6 BULAN,TUR <50%,500,16,"-6.3245550, 107.3241980"
JABAR-ODC.SNG.PAMANUKAN.4397-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Pamanukan_4397,BANDUNG,KAB. SUBANG,KEC. PAMANUKAN,RANCASARI,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,13,2.54%,12 Sep 2023,16,,,ON AIR,114,EXISTING CLUSTER,3-6 BULAN,TUR <50%,499,16,"-6.2969440, 107.8208330"
JABAR-ODC.SKBM.CICURUG.1334-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cicurug_1334,BANDUNG,KAB. SUKABUMI,KEC. CICURUG,KUTAJAYA,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,14,2.73%,30 Aug 2023,16,,,ON AIR,127,EXISTING CLUSTER,3-6 BULAN,TUR <50%,498,16,"-6.7571810, 106.7745000"
JABAR-BOX.SMD.JTR.SAYANG-FH.AN6001.G16-OLT-01,CB3_RJBB_Sumedang_Jatinangor_Sayang,CIREBON,KAB. SUMEDANG,KEC. JATINANGOR,SAYANG,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,13,2.54%,27 Sep 2023,16,,,ON AIR,99,EXISTING CLUSTER,3-6 BULAN,TUR <50%,499,16,"-6.9399360, 107.7697150"
JABAR-ODC.SKBM.CIDAHU.1570-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cidahu_1570,BANDUNG,KAB. SUKABUMI,KEC. CIDAHU,PASIRDOTON,UP3 SUKABUMI,ULP CIBADAK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,19,3.71%,15 Aug 2023,16,,,ON AIR,142,EXISTING CLUSTER,3-6 BULAN,TUR <50%,493,16,"-6.7940780, 106.7462530"
JABAR-ODC.CJR.CIBEBER.9437-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Cibeber_9437,BANDUNG,KAB. CIANJUR,KEC. CIBEBER,GIRIMULYA,UP3 CIANJUR,ULP SUKANAGARA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,44,8.59%,4 Sep 2023,16,,,ON AIR,122,EXISTING CLUSTER,3-6 BULAN,TUR <50%,468,16,"-6.9274940, 107.1770820"
JABAR-ODC.PWK.PURWAKARTA.2317-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Purwakarta_2317,BANDUNG,KAB. PURWAKARTA,KEC. PURWAKARTA,SINDANGKASIH,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,18,3.52%,24 Aug 2023,16,,,ON AIR,133,EXISTING CLUSTER,3-6 BULAN,TUR <50%,494,16,"-6.5657300, 107.4455040"
JABAR-ODC.CRB.CIWARINGIN.9262-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Ciwaringin_9262,CIREBON,KAB. CIREBON,KEC. CIWARINGIN,GALAGAMBA,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,17,3.32%,7 Sep 2023,16,,,ON AIR,119,EXISTING CLUSTER,3-6 BULAN,TUR <50%,495,16,"-6.6822570, 108.3872260"
JABAR-ODC.PWK.BABAKANCIKAO.842-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Babakancikao_842,BANDUNG,KAB. PURWAKARTA,KEC. BABAKANCIKAO,MARACANG,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,10,1.95%,7 Sep 2023,16,,,ON AIR,119,EXISTING CLUSTER,3-6 BULAN,TUR <50%,502,16,"-6.5217700, 107.4334946"
JABAR-ODC.SNG.BINONG.1960-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Binong_1960,BANDUNG,KAB. SUBANG,KEC. BINONG,MULYASARI,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,3,0.59%,28 Aug 2023,16,,,ON AIR,129,EXISTING CLUSTER,3-6 BULAN,TUR <50%,509,16,"-6.3631200, 107.8057250"
JABAR-ODC.CJR.PACET.1225-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Pacet_1225,BANDUNG,KAB. CIANJUR,KEC. SUKARESMI,CIWALEN,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,61,11.91%,8 Sep 2023,16,,,ON AIR,118,EXISTING CLUSTER,3-6 BULAN,TUR <50%,451,16,"-6.7183333, 107.0735500"
JABAR-ODC.SKBM.BANTARGADUNG.3874-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Bantargadung_3874,BANDUNG,KAB. SUKABUMI,KEC. PELABUHAN RATU,PASIRSUREN,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,376,79,21.01%,12 Oct 2023,16,,,ON AIR,84,NEW CLUSTER,< 3 BULAN,TUR <50%,297,16,"-6.9871864, 106.6284332"
JABAR-ODC.SKBM.NAGRAK.NAGRAKUTARA.HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Nagrak_Nagrak Utara,BANDUNG,KAB. SUKABUMI,KEC. NAGRAK,NAGRAK UTARA,UP3 SUKABUMI,ULP CIBADAK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,15,2.93%,21 Sep 2023,16,,,ON AIR,105,EXISTING CLUSTER,3-6 BULAN,TUR <50%,497,16,"-6.8634650, 106.8036490"
JABAR-ODC.KRW.CIKAMPEK.113-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Cikampek_113,BANDUNG,KAB. KARAWANG,KEC. CIKAMPEK,DAWUAN TENGAH,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,3,0.59%,11 Sep 2023,16,,,ON AIR,115,EXISTING CLUSTER,3-6 BULAN,TUR <50%,509,16,"-6.3899070, 107.4360330"
JABAR-ODC.PWK.PONDOKSALAM.6415-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Pondok Salam_6415,BANDUNG,KAB. PURWAKARTA,KEC. PONDOK SALAM,SALAMJAYA,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,18,3.52%,11 Sep 2023,16,,,ON AIR,115,EXISTING CLUSTER,3-6 BULAN,TUR <50%,494,16,"-6.6079769, 107.4856110"
JABAR-ODC.SKBM.CISOLOK.5600-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cisolok_5600,BANDUNG,KAB. SUKABUMI,KEC. CISOLOK,CISOLOK,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,35,6.84%,16 Aug 2023,16,,,ON AIR,141,EXISTING CLUSTER,3-6 BULAN,TUR <50%,477,16,"-6.9362950, 106.4663410"
JABAR-ODC.SKBM.CICURUG.4053-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cicurug_4053,BANDUNG,KAB. SUKABUMI,KEC. CICURUG,CICURUG,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,23,4.49%,3 Oct 2023,16,,,ON AIR,93,EXISTING CLUSTER,3-6 BULAN,TUR <50%,489,16,"-6.7805872, 106.7833557"
JABAR-ODC.KRW.KARAWANGTIMUR.955-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Karawang Timur_955,BANDUNG,KAB. KARAWANG,KEC. KARAWANG TIMUR,MARGASARI,UP3 KARAWANG,ULP KARAWANG KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,30,5.86%,6 Sep 2023,16,,,ON AIR,120,EXISTING CLUSTER,3-6 BULAN,TUR <50%,482,16,"-6.3123853, 107.3338549"
JABAR-ODC.SKBM.CIBADAK.SEKARWANGI-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cibadak_Sekarwangi,BANDUNG,KAB. SUKABUMI,KEC. CIBADAK,CIBADAK,UP3 SUKABUMI,ULP CIBADAK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,26,5.08%,19 Sep 2023,16,,,ON AIR,107,EXISTING CLUSTER,3-6 BULAN,TUR <50%,486,16,"-6.8961768, 106.7806091"
JABAR-ODC.KRW.KLARI.7371-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Klari_7371,BANDUNG,KAB. KARAWANG,KEC. KLARI,CIBOLANGSARI,UP3 KARAWANG,ULP KOSAMBI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,8,1.56%,31 Aug 2023,16,,,ON AIR,126,EXISTING CLUSTER,3-6 BULAN,TUR <50%,504,16,"-6.3435130, 107.3768845"
JABAR-ODC.PWK.PURWAKARTA.6013-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Purwakarta_6013,BANDUNG,KAB. PURWAKARTA,KEC. PURWAKARTA,CITALANG,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,9,1.76%,18 Oct 2023,16,,,ON AIR,78,NEW CLUSTER,< 3 BULAN,TUR <50%,503,16,"-6.5434432, 107.4642105"
JABAR-ODC.PWK.PURWAKARTA.4226-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Purwakarta_4226,BANDUNG,KAB. PURWAKARTA,KEC. PURWAKARTA,TEGALMUNJUL,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,2,0.39%,7 Sep 2023,16,,,ON AIR,119,EXISTING CLUSTER,3-6 BULAN,TUR <50%,510,16,"-6.5412884, 107.4572830"
JABAR-ODC.PWK.BUNGURSARI.10343-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Bungursari_10343,BANDUNG,KAB. PURWAKARTA,KEC. BUNGURSARI,BUNGURSARI,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,4,0.78%,11 Sep 2023,16,,,ON AIR,115,EXISTING CLUSTER,3-6 BULAN,TUR <50%,508,16,"-6.4880520, 107.4845120"
JABAR-ODC.PWK.SUKATANI.69-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Sukatani_69,BANDUNG,KAB. PURWAKARTA,KEC. SUKATANI,SUKATANI,UP3 PURWAKARTA,ULP PLERED,TK 4,INDOOR,HUAWEI,MINI,512,0,512,35,6.84%,19 Sep 2023,16,,,ON AIR,107,EXISTING CLUSTER,3-6 BULAN,TUR <50%,477,16,"-6.6084461, 107.4137344"
JABAR-ODC.KRW.TELUKJAMBETIMUR.4557-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Telukjambe Timur_4557,BANDUNG,KAB. KARAWANG,KEC. TELUKJAMBE TIMUR,PASEURJAYA,UP3 KARAWANG,ULP KOSAMBI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,75,14.65%,9 Oct 2023,16,,,ON AIR,87,NEW CLUSTER,< 3 BULAN,TUR <50%,437,16,"-6.3461350, 107.2964330"
JABAR-ODC.PWK.PASAWAHAN.6953-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Pasawahan_6953,BANDUNG,KAB. PURWAKARTA,KEC. PASAWAHAN,SAWAH KULON,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,20,3.91%,23 Oct 2023,16,,,ON AIR,73,NEW CLUSTER,< 3 BULAN,TUR <50%,492,16,"-6.5829250, 107.4664220"
JABAR-ODC.SNG.KALIJATI.11328-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Kalijati_11328,BANDUNG,KAB. SUBANG,KEC. KALIJATI,KALIJATI,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,35,6.84%,29 Sep 2023,16,,,ON AIR,97,EXISTING CLUSTER,3-6 BULAN,TUR <50%,477,16,"-6.5264330, 107.6754790"
JABAR-ODC.SBG.PURWADADI.7194-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Purwadadi_7194,BANDUNG,KAB. SUBANG,KEC. PURWADADI,PURWADADI,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,20,3.91%,14 Aug 2023,16,,,ON AIR,143,EXISTING CLUSTER,3-6 BULAN,TUR <50%,492,16,"-6.4509360, 107.6857320"
JABAR-ODC.SBNG.SUKASARI.735-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Sukasari_735,BANDUNG,KAB. SUBANG,KEC. SUKASARI,SUKAREJA,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,2,0.39%,26 Sep 2023,16,,,ON AIR,100,EXISTING CLUSTER,3-6 BULAN,TUR <50%,510,16,"-6.3053840, 107.7930390"
JABAR-ODC.SNG.PUSAKANAGARA.1238-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Pusakanagara_1238,BANDUNG,KAB. SUBANG,KEC. PUSAKANAGARA,GEMPOL,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,3,0.59%,11 Oct 2023,16,,,ON AIR,85,NEW CLUSTER,< 3 BULAN,TUR <50%,509,16,"-6.2686020, 107.8788470"
JABAR-ODC.SKBM.JAMPANGTENGAH.8892-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Jampang Tengah_8892,BANDUNG,KAB. SUKABUMI,KEC. JAMPANG TENGAH,BOJONGJENGKOL,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,42,8.20%,24 Oct 2023,16,,,ON AIR,72,NEW CLUSTER,< 3 BULAN,TUR <50%,470,16,"-7.0572071, 106.8021545"
JABAR-ODC.PWK.SUKATANI.3680-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Sukatani_3680,BANDUNG,KAB. PURWAKARTA,KEC. SUKATANI,CIANTING,UP3 PURWAKARTA,ULP PLERED,TK 4,INDOOR,HUAWEI,MINI,512,0,512,74,14.45%,22 Sep 2023,16,,,ON AIR,104,EXISTING CLUSTER,3-6 BULAN,TUR <50%,438,16,"-6.6350539, 107.4047882"
JABAR-ODC.SBM.PARAKANSALAK.7642-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Parakan Salak_7642,BANDUNG,KAB. SUKABUMI,KEC. PARAKANSALAK,LEBAKSARI,UP3 SUKABUMI,ULP CIBADAK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,24,4.69%,11 Oct 2023,16,,,ON AIR,85,NEW CLUSTER,< 3 BULAN,TUR <50%,488,16,"-6.8052311, 106.7160645"
JABAR-ODC.SKBM.JAMPANGKULON.1746-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Jampang Kulon_1746,BANDUNG,KAB. SUKABUMI,KEC. JAMPANG KULON,NEGRAKSARI,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,62,12.11%,23 Sep 2023,16,,,ON AIR,103,EXISTING CLUSTER,3-6 BULAN,TUR <50%,450,16,"-7.2741847, 106.6238785"
JABAR-ODC.PWK.PURWAKARTA.3982-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Purwakarta_3982,BANDUNG,KAB. PURWAKARTA,KEC. PURWAKARTA,CISEUREUH,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,4,0.78%,10 Oct 2023,16,,,ON AIR,86,NEW CLUSTER,< 3 BULAN,TUR <50%,508,16,"-6.5196830, 107.4634530"
JABAR-BOX.CRBN.PABEDILANKULON-FH.AN6001.G16-OLT-01,CB3_RJBB_Cirebon_Pabedilan_Pabedilan Kulon,CIREBON,KAB. CIREBON,KEC. PABEDILAN,PABEDILAN KULON,UP3 CIREBON,ULP CILEDUG,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,30,5.86%,25 Aug 2023,16,,,ON AIR,132,EXISTING CLUSTER,3-6 BULAN,TUR <50%,482,16,"-6.8490970, 108.7550000"
JABAR-BOX.CRBN.KLAYAN-FH.AN6001.G16-OLT-01,CB3_RJBB_Cirebon_Gunungjati_Klayan,CIREBON,KAB. CIREBON,KEC. GUNUNGJATI,BUYUT,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,14,2.73%,26 Sep 2023,16,,,ON AIR,100,EXISTING CLUSTER,3-6 BULAN,TUR <50%,498,16,"-6.6568900, 108.5096560"
